review_text,review_stars,title
Perfect conditions,5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"El libro está en blanco y negro, parece fotocopia.",3.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
Il libro è arrivato danneggiato. Non per colpa del corriere ma perché è impossibile non rovinarlo. È fatto di carta velina. Qualità della carta e della copertina molto scarse e tutto in bianco e nero. Sembrano fotocopie rilegate in copisteria. Non può costare 56 euro un libro del genere.Non mi esprimo ancora sui contenuti ma credo che lo renderò.,2.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
Damaged product,1.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"Due to a printer error, the figures in the first printing were in black and white. A small number of copies were shipped from our UK warehouse before the error was discovered. The book has been reprinted with all figures in color. If you copy is black and white, contact Taylor & Francis Customer Service to request a replacement copy. Selecting a number of stars was required to post this comment.",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Saw comments/reviews whether this book is illustrated in color -- it is. Very good and practical textbook, shows basic content about how to use R for data science, less detailed about HOW than the O'Reiley's 'R for Data Science' but more of the process of data analysis, data wrangling, etc.",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
Excellent introduction to data science!,5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Das erste und zweite durch Amazon gelieferte Exemplar waren Fehldrucke. Farbgraphiken und syntax-colorierte R-Programme wurden  schwarz-weiß wiedergegeben und waren daher unlesbar. 1* Stern für Druckqualität der ersten und zweiten Lieferung der zweiten, vorliegenden Auflage. Beide Exemplare wurden retourniert. 4* für die Druckqualität des dritten Exemplars.Vom Inhalt her verdient die zweite Auflage 5* Sterne (genauso wie die erste Auflage).",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"I bought this book before but I had to return it because it was in black and white. I then saw a comment here stating that the book is in color, so I ordered it again. Well, the book is yet again in Black and White. How are we supposed to follow the book without color....",2.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
Confirmed: It is a coloured book. The Best of Best book in this topic.,5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Good content but why are graphics not in colour (hardback edition)? At this price I would expect so. Outrageous!** Update 12 September 2021. So, reassured by a comment by the publisher on the Amazon.com website that the black and white printing was an early production issue in the UK and by another reviewer showing it as being in colour, I reordered it,Guess what it's still black and white and worse, the quality of the printing is so poor that some light grey sections of the code are almost unreadable - see picture. I've removed a star and the book is being returned. Please sort this out Amazon, or CRC or whoever's responsible.",1.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"The rise of social media we have massive amounts of data at our fingertips.  What we do with all this information is up to us.  Have you ever have logged on to face the only to discover the friend who has a post with one single data point and uses that as the basis of their argument?  It’s perfectly acceptable to take a stance on a hot topic but you’ll come out looking foolish if you don’t understand the statistics and data points behind your argument.  Don’t be that person.In comes Naked StatisticsGrowing up, I was never fond of mathematics.  I struggled in high school with a solid 65 average (that is borderline failing in the United States), and a long believed that now just wasn’t for me.  It was until recently ago that I discovered I really do love numbers and specifically statistics.  It’s around this all the time whether through social media or my favorite thing, gaming.  Looking back, I think educators were not ever explaining to me in a way that grabbed my attention that made me want to further my math education.  The blame can’t lie solely on the educators I grew up with, so I recently took it into my own hands to further my own understanding of math.I stumbled across the audio book Naked Statistics by Charles Wheelan, a professor at Dartmouth college.  I found the narration to the enticing and upon finishing the audio book actually bought the physical copy and marked it up heavily with notes of my own.Throughout the book the author gives great detail about how statistics can truly improve our lives while the same time helping readers understand the power that comes with it and how the power can be used and negative ways as well.Now there are a few key points I want to highlight about the book:Statistics rarely offer a single “right” way of doing anythingStatistics can be powerful for establishing an argumentHoweverStatistics can also be very easy to misuseThe book opens with an explanation of the classic Monty Hall problem, which is a brain teaser in the form of a probability puzzle loosely based on the 1980’s television show “Let’s Make a Deal”.  I’d never quite comprehend it the full detail of this problem until this book.  I encourage you to look into unknown because not only to find to be interesting but also provided a great starting point for understanding for help powerful statistics can truly be.Uses of StatisticsDescription and comparisonInferenceAssessing risk and probabilityIdentifying important relationships (correlation)Descriptive Statistics“Who was the best baseball player of all time?”Descriptive statistics can be technically accurate yet pretty misleading.  The author explains that “The good news is that these descriptive statistics gives us a manageable and meaningful summary of the underlying phenomenon,” and continues with “the bad news is that any simplification invites abuse.”Wheelan highlights the Gini Index, which is a measure of statistical dispersion intended to represent the income distribution of the nation’s residents and most commonly used to measure inequality.  The problem however is that this is a mere useless stat.  It simply takes the per capita income of a nation and divides it by the number of people.  But who was actually earning how much of that income?  That is the key missing piece.Precision vs AccuracyThe author goes on to describe the differences between precision and accuracy.Precision: “The exactitude with which we can express something”Accuracy: “Measure of whether a figure is broadly consistent with the truth”Correlation“Measures the degree to which two phenomena are related to one another.Correlation coefficient: Expressed on a scale of -1 -> 11: every change in one variable is associated with an equivalent change in the other variable in the same direction-1: every change in one variable is associated with an equivalent change in the other variable in the opposite directionProbability:“Study of events in outcomes including elements of uncertainty.”There were a few key takeaways from this chapter:Don’t play Lotto (Pg. 80)You should invest in the stock market if you have a long-term investment horizon (because stocks typically have the best long-term returns)Probability is not deterministicThere are several problems with probability, however.  The 2008 Wall Street crash and financial crisis largely had to do with computers misusing probability. The VaR model, or Value at Risk, which was called “potentially catastrophic”.  Value at risk is a measure of risk in investments, and estimates how much a set of investments might lose given normal market conditions and a set time period, such as any day.  This model offered 99% reassurance about 1% is the difference between success and failure.The importance of data (Garbage in and out)When working with numbers you assume that you retrieve and good data, but no amount of fancy analysis can make up for fundamentally flawed data.Selection bias: “How have you chosen the samples you are evaluating?”Self-selection bias: “Will arise whenever individuals volunteer to be any treatment group.”Publication bias: “positive findings are more likely to be published”This distorts the research that we see, or more evidently, do not see.  This pious comes from not directly his studies themselves but from the skewed information that reaches the public.  Typically, medical journals now require that any study be registered at the beginning of the project to help combat this problem of only publishing information that researchers want to see.Inference“The process by which data speaks to us enabling us to draw meaningful conclusions.” The typical tool that researchers will use is a hypothesis, which is a proposed explanation made on the basis of limited evidence as a starting point for further investigation.While statistical inference offers many benefits it also comes with some significant pitfalls.  Notably, statistical inference is based on a probability, And not some sort of absolute certainty.PollingThe power polling comes also comes from the central limit theorem, similar to other forms of sampling. Where it differs however, is that we don’t care about the mean, but we actually care about the percentage, or proportion relative to our results. But again, this can be powerful for example the poll of 1000 individuals can offer meaningful insight into the attitudes of an entire nation.Regression Analysis“Allows us to quantify the relationship between a particular variable and how come we care about, while controlling for other factors.” It’s important to note there are many pitfalls of regression analysis, and is the hydrogen bomb of the statistical arsenal! Most of the studies that you read about in the newspaper are based on regression analysis.Bringing it all togetherNow that you’re more informed, consider these aspects of statistics the next time you stumble across an infographic on social media which illustrates only one point, or discover an article which takes a stand on a topic. I never realized how large of a role statistics plays in my life, but the author’s enthusiasm and clear instruction helped me to not only appreciate it, but has also further sparked my interest.If you have other books you’d like to recommend regarding math, business, or computer science, I’d love to hear about them.Key Takeaways:Statistics rarely offer a single “right” way of doing anythingStatistics can be powerful for establishing an argumentHoweverStatistics can also be very easy to misuse",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"For lay people interested in better understand the world of data and statistics, this book and Tim Harford's ""The Data Dectective"" are the two books I most highly recommend.I first read this while in undergrad. Now with a few years of professional work, and a nearly completed grad program, I decided to re-read Naked Statistics. This book was one of the things that sparked my interest in statistics and data in undergrad. Now with more experience and expertise, I realize just how thorough yet succinct the text is. Wheelan writes in a very informal way that I think is approachable for a wide audience. It's certainly not a dry read like all my beloved textbooks. I particularly love how he focuses on intuition and non-technical explanations first then dives into more nitty-gritty details after he's shown how non-intimidating and intuitive the statistical idea really is. I think this approach will prevent readers from getting turned off when the mathematical details are explained (though those are also simplified significantly for lay readers).I plan on teaching data and statistics soon at my local technical college, and will use this book as my outline for an intro to stats class and make it required reading. The combination of detail and approachable content is perfect to educate without turning students off the subject. Of course more advanced texts are needed to learn how to practice statistics in the real world, but this is a good addition to those more rigorous texts.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"Excellent author who takes what could be a totally boring subject and breaks it down into something enjoyable to read.  His explanations of fundamental statistics concepts (standard deviation, margin of error, etc.) are very applicable to everyday life happenings...like politics and pharmaceutical drug efficacy.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"Statistics of never been my stronger skills, but the book break it down into layman terms, so I will continue to use this booking reference it",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"This book serves such an incredibly important purpose in that it really explains the fundamentals of statistics in a way that can be appreciated and understood by the vast majority of reasonably educated laymen.Of course, that in itself begs the question:  so what?  What about statistics is so ""important"" that the average person should take notice?  Well, for a lot of reasons that Mr. Wheelan explains so well its hard to add anything to it, but I'll give one brief attempt for those of you bothering to read the review:  At its core, statistics is about organizing data in a meaningful way such that we can draw accurate conclusions about our environment...in other words, statistics can help us make sense of the world around us in a very meaningful and practical way.  Statistics is really just a mathematically formalized form of what our brains do intuitively, and without that core concept of filtering and making sense of the information we're exposed to we would all be paralyzed - unable to make associations, draw conclusions, or derive any meaning from our environment.  Learning would be impossible, life would be meaningless, and existence and survival itself would be impossible.  Statistics takes that core function and focuses it in very particular ways, which if done correctly, can yield amazing results that add worthwhile knowledge and positivity to life.  To quote the book, ""Statistics is the most powerful tool we have for using information to some meaningful end.""Further, if that description doesn't at least somewhat tempt you how about this:  Even if you don't care about statistics, those that have enormous influence on your life and happiness  (e.g. businesses, politicians, government organizations, media, and everybody else that has a vested interested in influencing your mindset, perspectives, and behaviors) very much care about statistics and use them, for both good and ill, to ""help"" you see and do things a certain way.  Knowledge of statistics can help transform you from ""propagandized"" to ""informed"".  This is one of my favorite aspects of the book, that is, the author acknowledges and recognizes the danger of inappropriately used statistics; he even conceived the book as an homage to 
How to Lie with Statistics: 1st (First) Edition
, and as he very correctly points out right in the introduction of the book, ""Statistics is like a high-caliber weapon:  helpful when used correctly and potentially disastrous in the wrong hands.""Amazingly, this book is a fun and enjoyable read.  No seriously.  Mr. Wheelan exposes himself as a fantastic teacher, bringing an enthusiasm and energy to the subject coupled with a gift of explaining ideas and concepts in a way that most (not just ""stat people"") can understand and appreciate.Although this isn't a ""textbook"" per se, I think it remains relevant for the whole spectrum of people from total ""newbies"" all the way to hard-core statistics researchers.  Why?  Fundamentals.  The author explains the fundamentals in a clear concise way using practical, relevant, and familiar examples from our everyday lives.  For those new to the subject you'll get an ""intro to statistics"" class from a very gifted Ivy-league professor that will give you a solid well-rooted realistic foundation that you can both apply to your everyday life as well as prepare you for higher level statistics courses if you so choose.  For those already well-versed in statistics or professionals, it will reacquaint you with why what you do matters as well as provide you a wonderful way to explain to others why what you do matters.  Personally, I'm somewhere in the middle in that I've had a reasonably high level statistics background (relative to the average college graduate, anyway) and as I read the book I kept thinking to myself, ""Man, if only I had had this before taking my first stats course!""Outstanding book.",5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"How many times have you wondered how two different people looking at the same report managed to draw totally opposite conclusions? How many times have you looked at a set of data yourself and decided that the data must be wrong because it doesn't show what you ""know"" to be true? Well, I suspect that you aren't alone. I suspect that you also have an aversion to ""doing the math"" necessary to convince yourself that the data is actually correct.Wheelan claims that ""Statistics is like a high-caliber weapon: helpful when used correctly and potentially disastrous in the wrong hands."" This is an incredibly important topic as we move forward into our increasingly connected world where we are creating data at an accelerating rate. The data is only raw knowledge, how we analyze that data is what allows us to derive useful information to create actionable knowledge. The tools we use to analyze the data is, like it or not, statistics. Wheelan gives us an easy to follow and understand overview of statistics. Even if you didn't like math in school, you will find this book useful as well as insightful.Here's the rub. No matter how hard we try, when using descriptive statistics, we lose the detail in the data. We've ""summarized"" it and just like the summary of a good book, we will miss a lot of the nuance in the story. Neither this review nor the summary of data known as descriptive statistics is an exception to that rule. And because of that loss of fidelity, we will find as Wheelan puts its, ""Smart and honest people will often disagree about what the data are trying to tell us.""Wheelan includes many examples of how statistics is enlightening and infuriating. The examples are from everyday life and you are likely to recognize them; things like ""Money Ball"" and the ""Wall Street failure."" You will learn about correlation, basic probability, the Central Limit Theorem, Inferences, Polling, Regression Analysis and more. All without tears!So why should you be interested? Because the big questions will be answered by statistical analysis and you will want to know at least enough to not be ""taken in"" by those who would purposely try and confuse you or convert you to their views using statistics and data. Wheelan believes that there are five ""large"" questions that statistics will help us answer in the future.1. What is the future of football? Will it die of concussions?2. What (if anything) is causing the dramatic rise in the incidence of autism?3. How can we identify and reward good teachers and schools?4. What are the best tools for fighting global poverty?5. Who gets to know what about you?Wheelan doesn't answer these questions. The data is still being collected and analyzed. What he has done, however, is set the reader on the right path to understanding the complexity of those questions and why there aren't any easy answers. He has given the reader at least a working knowledge of statistics so that we can decide for ourselves who is doing the best job of presenting the information and knowledge buried in ever expanding universe of dots for us to connect. The sub title of this excellent book is ""Stripping the dread from the data."" What I found is that now I know how to make sure that I strip the dread from the statistics which applies to the data. The dread is when the proper use of statistics on that data shows my cherished beliefs to be ill conceived!",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"In the unfolding Age of Big Data, no one who hopes to understand the way the world works can afford to be ignorant of statistical methods. Not a day goes by that statistical analysis isn't behind some front-page story -- in politics, sports, business, or even entertainment. The statistical concepts of probability, sampling,  and statistical validity, once considered obscure and of interest only to geeks wearing pocket protectors, are now indispensable tools for the active citizen to grasp. Writing in a breezy and intimate style, with humor and lots asides to the reader, Charles Whelan attempts to unpack these concepts and explain them in English with a minimal use of advanced math, and he succeeds . . . up to a point.Naked Statistics was published just four months after Nate Silver's best-selling book, The Signal and the Noise, which covers much the same ground in a very different way. Whelan focuses on the nitty-gritty of statistical methodology, delving into such topics as how samples are chosen, what's meant by terms such as correlation, standard deviation, and regression analysis, and how to determine whether the results of a test are statistically valid. However, he doesn't lose sight of practical questions, unpacking such seemingly puzzling statements as ""the average income in America is not equal to the income of the average American"" and spotlighting the difference between precision and accuracy. Silver instead explains how statistical methods are applied in a wide range of activities, from baseball and basketball to Wall Street. Whelan includes lots of formulas laden with Greek letters, though, conveniently, they're confined for the most part to Appendixes that follow many of the book's chapters and can be skipped by a non-technical reader. (I ignored them.) Silver's book is refreshingly devoid of Greek letters.As Whelan makes clear, perhaps unintentionally, statistics is a forbiddingly technical field. Truth to tell, if you really want to understand statistical methodology and how it can be applied, you need a fair grounding in mathematics and a tolerance for terminology that doesn't appear in everyday English. In fact, you probably need to take the same sort of graduate school courses Whelan took years ago. This is heady stuff!All in all, for a run-of-the-mill mathematical illiterate such as me, Nate Silver did a much better job getting across the significance of statistics and how its methods are applied to strip away the complexities of today's often baffling, data-driven world.",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"I just finished reading Naked Statistics by Charles Wheelan.  This book met all my expectations.  It provides an excellent description of the field of statistics.  Although statistics is just a little over 100 years old, it has obviously become the way that we describe the world and at least an intuitive understanding of these concepts is important.  I would strongly recommend this group for two groups of people.  The first group would be people like myself who are interested in the general understanding of statistics and have no desire whatsoever to do any of the manipulations that are necessary if you want to be a real statistician.Mr. Wheelan did an excellent job in describing a number of things that are of great interest to me as a physician.  Those include his excellent discussion of type 1 and type 2 errors, the miracle of regression analysis and how powerful this can be, particularly in medical studies.  Another area is that he described the counter intuitive situation with Monty Hall on Let's Make a Deal about as well as anyone has.  So many times when I read about this, I understand it for an hour or so, but then my old way of thinking seems to slip back in.  When that happens, I am going to go back and review his chapter.The second group of people that I would recommend this for are young people that are starting out in a career in medicine or any other area and especially those that are taking their first statistics class. I think a great problem with education, especially in medical school and postgraduate medical school training, is that the students jump into the middle of statistics without understanding their purpose or their basic concepts and rarely come away with anything more than a mechanical understanding of the subject.I can highly recommend this book for any of the two groups that I have just mentioned.  I would give it a 5-star rating.  Because of this experience, I have just started to read Professor Wheelan's previous book, Naked Economics.",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"Yes, there are lots of ""dear reader"" type comments throughout the book. Yes, the examples and references are drawn from up-to-the-minute pop culture. And, yes, if you don't know very much about statistics and probability you can learn fairly ""painlessly"" in this book.One drawback: you really, really need to read the entire book from start to finish to really understand all of the concepts. This is not a reference book in which you can ""jump around"" or just go to the parts you have questions about.It's like being given a prescription for antibiotics; you really need to read every chapter in the book, to ""take it all."" Concepts build on previous chapters, up to the final chapter. Don't stop or you will miss out!On the other hand, this is not a book for someone who wants to quickly, at-a-glance understand probability or who wants to get a solid definition of any statistical concept, such as confidence level or regression analysis. It is not specifically a reference book.I confess, my prejudice is for more concise information without all the ""fluff."" On the other hand, I work with opinion survey statistics almost every day of my worklife, so I don't need to be lured in with tales of baseball (in which I have no interest) or discussions of what's behind the doors in Let's Make a Deal. (In fact, I have never, ever seen that show.)However, if you are in business or education or health care and don't have a complete grasp of statistics, I recommend you read this book. If you want to better understand whether you should buy a lottery ticket or buy insurance and you don't understand probability theory, I recommend this book to you. If you read media and want to have a better understanding of polls, scientific experiments, clinical trials and don't understand statistics, then I recommend this book to you.If this book piques your interest in the topics, I suggest you next obtain a couple of the more traditional, ""duller"" stat books that you can use as handy references for specific concepts. Of course, if you already have that much interest in stats, you probably already have those books. Or you know where to go online to find reference materials.There are a few tiny, tiny little things that could have been better. I think he could have included the ""name"" for symbols, such as sigma when he first introduced them. Also, I don't like the way he would ""jump"" back and forth on examples.Overall, I recommend this book.",4.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
Great book,5.0 out of 5 stars,Naked Statistics: Stripping the Dread from the Data
"Hands down this is the best applied Bayesian book out there. I read the most of this book (14 out of 15 chapters). To the best of my knowledge, this is the first book pinpointing the details of inducing prior information. It is very PRACTICAL. It deepens your understanding of Bayesian analysis. It has been fun trying to adopt their prior elicitation methods to my datasets and see the actual changes from prior to posterior distributions. Now I can collaborate with non-statisticians and convince them to use use Bayesian ideas. By the way most of the books (such as Gelmans) assume non-infromative prior most of the time or at best they suggest ""ask an expert"" and that is it.Other highlighting points 1)Using their winbugs code and the ideas in the book, I have repeated many of my frequentest analysis using now Bayesian analysis. 2) It has sufficient amount of theoretical material for such introductory book especially in chapters 4 and 6 (you can skip them if you want). 3) Mixed models. I always hated performing GLMM using frequnetest approach (it is not convincing!) . It is straightforward to fit GLMM using Bayesian approach. This is outlined in the book. 4) Easy to follow non-parametric chapter . 5) Practical case studies and examples.You can read my review about the Gelamn's book. This book is far superior and was very entertaining to read. I loved it.",5.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
"This is a very good book on bayesian data analysis, one can easily follow and learn the concepts. Everything statement/equation is derived in an easy to follow proofs.",5.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
"If you don't mind the notation the authors use, this book will be a great introduction. I have Bayesian Data Analysis by Gelman et. al., and in comparison, Christiensen et. al. provide a much more concrete introduction to the mathematics behind the derivations of the posteriors used. Additionally, there is some useful R and WinBUGS code in the book. I didn't use it, but it may be useful for others.Note: I have a MS in Statistics. I suggest this book if you have a good understanding of algebra with matrices (not just linear algebra), and integration.",4.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
"The text is deep, and includes many aspects of Bayesian analysis which are not covered in classical presentations. That said, the presentations are tentative, and do not reflect the warm reception these techniques have received in many scientific and technical fields.  That reception exists because the methods are powerful, solving problems hitherto unapproachable, and because techniques for calculating Bayesian approaches are becoming ever more available.This text presents some of these, but ends up being more of a sketch than a fundamental contribution.",4.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
I think Bayesian data analysis is better than this,3.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
This is my textbook for bayesian analysis.It's a new one.I buy this new one since the price of used books is higher than this one,5.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
"I found several typos in this text. Mid-way through my semester in Applied Bayesian Analysis I put this book aside and picked up Bayesian Data Analysis by Gelman, which was much better.",1.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
"On par with other classical Bayesian books, I am pleasantly surprised.",5.0 out of 5 stars,Bayesian Ideas and Data Analysis: An Introduction for Scientists and Statisticians (Chapman & Hall/CRC Texts in Statistical Science)
I bought this to learn Julia for data science and it is a wonderful beginner-friendly book. I really enjoyed reading.,5.0 out of 5 stars,Julia Data Science
This book covers much of what a data scientist would need to know if they were to use julia. I would highly recommend it!,5.0 out of 5 stars,Julia Data Science
"The book covers 3 main topics: (i) intro to Julia, (ii) intro to data frames, and (iii) intro to plotting with Makie. In particular, topics (ii) and (iii) are not found in other books (to my knowledge). The book is relatively short, and easy to read.The book appears as somewhat unfinished. Some Julia topics are hinted at, but never dealt with (environments, modules), the Dataframe section does not treat missing data (although hinted at), and there is virtually no data science/computations with data from Dataframes. There is no direct connection between plotting with Makie and data in Dataframes. It would also have been nice to see some discussion of packages that use data from Dataframes for Data science, e.g, linear models, etc. Many packages for Julia use plotting package Plots instead of Makie because of the recipe facility in Plots. Some discussion of how lack of recipes in current Makie is dealt with, would have been useful.In summary: the book is somewhat incomplete (a new version may be in the works?), but still gave a useful/easy (to me) overview to Dataframes and Makie.",3.0 out of 5 stars,Julia Data Science
タイトルからJuliaを使ったデータサイエンスのやり方を解説している本なのかな、と思い購入しました。しかし目次を見てびっくり、Juliaの基本的な使い方の他はDataFrames.jlとMakie.jlの使い方の解説でした…。データサイエンスに前処理と可視化は絶対必要ですけど、機械学習っぽい話はなし。具の入っていないセ○ンのサンドイッチを買わされた気分です。とはいえ、Juliaでのデータ分析に入門する時には必ず通る箇所の解説がまとまっていること自体が貴重なので星4つかなと,3.0 out of 5 stars,Julia Data Science
The paperback cover is too soft to hold the weight of this book. Otherwise the book is great for learning qualitative research.,4.0 out of 5 stars,Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing)
"Dr. Lareau provided the most honest, practical guide to interviewing. Now I know she has had similar problems I had when I conducted interviews myself. I can definitely learn from how she solved these problems. This book should be kept handy for every field worker!",5.0 out of 5 stars,Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing)
There's no table of contents and the footnote links are dead.  It's very annoying to have such variation in conversion to Kindle quality.,2.0 out of 5 stars,Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing)
Very useful and hands-on. Great reading. Recommendation for beginners and advanced researchers.,5.0 out of 5 stars,Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing)
"I purchased and read this book because I was interested in learning about what data scientists ""do"" on a day-to-day basis, and the book definitely delivers in that respect.  It is very up-front in stating that it does not cover many of the details (e.g., requisite math/statistics background, coding in R, etc.), but it provides numerous references for learning this material for those who wish to take a deeper dive.  It provides perspectives from a number of experts in the field, along with their associated domains of expertise, and hence appears to give a good sampling of the different backgrounds and personalities of self-labelled data scientists.From a pedagogical perspective, I think it's a valiant attempt to create a class that's not so ""academic.""  The book is a compendium of individual lectures that were the basis of a data science class at Columbia University, and the corresponding assignments were aimed at giving students a flavor of real-world data science problems (where data is messy, specific questions regarding outcomes are not-well-formed, etc.), which I think is an amazingly valuable experience to give students perspective on what the field is about.  But I wonder if the course went a little *too* far into ""the real world is not pretty"" aspect of things.  The students wrote a chapter at the end of the book where they criticize a standard academic problem that comes from a statistical learning textbook and that, in my opinion, is a negative outcome.  While elegant mathematical theories do not describe the complexities of the real world, understanding the subtleties of algorithms is an important part of any scientific field, and to discount that is a disservice to the students.  Too much depth and not enough breadth is bad in the real world, but so is not having *enough* depth.  On the whole, though, I really applaud the approach of the authors at building a ""real-world"" class.One of the things that book has left me pondering is whether there is a clear distinction between data *science* and data *engineering*, and whether it is possible to have clear roles for people who are predominately scientists than those who are predominately engineers.  A few of the guest lecturers claim that 90% of the work of a data scientist is organizing the data, but I can't help but wonder if that's the bias of the individual speakers---that they *like* this component of the work and, therefore, focus on that more, rather than it being an absolute must to spend 90% of your time working on data structuring.  I am sure that if the authors were to read this comment, they would think that I am missing one of their major points (namely, that one can make a lot of mistakes in data leakage and that like from poor data structures, hence making this an integral part of the process).  But I think there's a certain personality type that really loves working on the actually processing component who would otherwise be turned off my too much data structuring if it really composed 90% of the work.  And harnessing the skills from those types of people is undoubtedly invaluable.  So I'm really wondering if many companies are able to break up roles where some people (the scientists) focus more on the processing part, while others (the engineers) focus more on the structuring part.",4.0 out of 5 stars,Doing Data Science: Straight Talk from the Frontline
"This is a beautiful, thoughtful survey with excellent references.  I am an academic data scientist with nearly 20 years experience and I wanted a book to offer my students who are starting in the field.  This is it.The ""difficulty"" with data science is in the breadth of skills that are needed. Because data scientists need training in art, communication, statistics, and programming nobody is prepared to handle all the tasks and the neophyte (and expert) will need to fill in around their weaknesses.  This book does a brilliant job of working around that issue.  The writing is superb for a beginning to intermediate reader and the graphics and aside boxes are engaging.  More importantly. the references are plentiful and spot on.  In the areas I know well the authors suggest the things I recommend and where I am weak the recommendations have proven interesting.While this is a broad survey, there is some depth here.  There are formulas throughout but the book does not get bogged down in proofs and derivations.  There are programs written in R code scattered throughout.  The code is nicely commented but there is not a deep dive into how it words.  So, the reader who knows some R will learn a few new tricks but it does not interrupt the flow of the book.A reader who types the R code will run into problems.  Clearly the authors/editors did not attempt to run the code after the type setter mangled it.  For example, on page 39 there is a line which begins with a + and that character needed to be on the previous line.  In other places, (like page 49) functions are invoked (count) but the authors have not included the commands to make the functions available (in this case library(plyr)).  Sadly there does not seem to be an errata for the book and these will be major headaches or show stoppers for novices.While this book could be improved with a code supplement on the web (including the code to make all the graphics, complete solutions to the example/problems and an errata), this is a wonderful buy for readers of all levels.",5.0 out of 5 stars,Doing Data Science: Straight Talk from the Frontline
"I make my living working with businesses to help them build their analytic capabilities in sales and marketing, by working on real opportunities and generalizing lessons from specific experiences and results.  Business sort of demands that over time you narrow problem-defining frameworks, problem-solving techniques, and problem-processing operations to what you can scale and consistently deliver.  But what I have learned is that if you push these past use as points of departure, and force them as points of arrival, results and learning suffer.  (As they say, if you have a hammer, then everything looks like, etc. etc.) This is especially true as things get more complex on all these fronts.  What I appreciated about this book was that even as it is an excellent survey of specific approaches and techniques at the coal-face of their application (there are code samples here, people!), it's also a thoughtful exposition of the limits of these and of the pitfalls they present.  You might be tempted to skip Chapters 15 and 16 if you're just looking to RTFM, but you shouldn't; for me they were the real meat of the book. Maybe it's confirmation bias at work, but it was reassuring to hear such a humble tone coming at the end of such a competent treatment of different data science challenges.  Doing this work very occasionally brings triumph and much more often despair, so it helps to have reminders from seasoned pros that what really matters is just trying, steadily, to get better at your craft.",5.0 out of 5 stars,Doing Data Science: Straight Talk from the Frontline
